Gloss	Erzya	Estonian	Finnish	Forest Enets	Hill Mari	Hungarian	Inari Sami	Kildin Sami	Komi-Permyak	Komi-Zyrian	Livonian	Lule Sami	Meadow Mari	Moksha	Nganasan	North Karelian	Northern Khanty	Northern Mansi	Northern Sami	Northern Selkup	Olonets Karelian	Skolt Sami	Southern Sami	Tundra Nenets	Udmurt	Veps
PAINTING	rʲisovams	mɑːlʲimɑ	mɑːlɑtɑ	paztaɡuɕʲ	risujaʃ	fɛʃt	mæːlæd	risovaje~risːje		ɕerpɑsɑvnɨ	moːʎtə	malːit	syretlɑˑʃ	rʲisovaˑndams		mʊɑlɑtɑ	χorwʲertɪ	poːsluŋkʷʲe	ɲʊ̯ɔhtɑh~moːleh	qʲatɨqa	rɛsʊijɑ~piːrʊstʊɑ	kalkːeːd~mɒːlʲʝɛd	moɒladidh~feːrpɛdh	pɑdtɑsʲ~pɑdtɑŋɡoːsʲ	suredɑnɨ	pirtɑ
PAINT_(PIGMENTS)	artomapelʲ	værv	mɑːli		ʧiæ~kræskæ	siːn~fɛʃteːk	mɑːlɐ~pæinu	poːaːjːn	kraska	krɑskɑ~vɑp	mɔːʎ~vɛrm	ivnːɛ~bajnːu͡ɔ	ʧijɑˑ	arxtombʲalʲ	dʲuoru	mʊɑli	oʎap	oːʎup	mɔlɑ~fe̯ærɑkɑ	kraska	mʊjʊ~mʊɑlʊ~krʊɑskʊ	kalkːɐ	kʰlæːriɛ	ŋoːʎeːpʲɑ	bujol	mʊjʊ
PALM_OF_HAND	kedʲkunʃka~kedʲlapuʃka	pixk	kæmːɛn	amu	kiðlɑpɑ	tɛɲeːr	ki̯æmæd~ku̯æmːir	koːaːlːdeɡk~kiːdtkoaldeɡk	kipɨdəs	kipɨdəs	kæˀdlɑbɑː	ɡi͡ɛhtɑvʊu͡ɔdu͡ɔ~ʧɔrmːɔvʊu͡ɔdu͡ɔ	soˑvo	kadʲlapʃ	xɐŋ	kæmːɛn	joʃpatɪ	kaːtpatta	kiɛhtɑlɔ̯ɑhpʊ	utɨtɕe	kæmːɛn	kuammʲɛr~c͡çiətːc͡çɛammʲɛn	kɨɛtɛnloɒpuʌ	pʲeːʔ	kipɨdes~kɨrɨmpɨdes	kæmɛn
PARENTS	tʲetʲatavat	vɑnʲemɑd̥	ʋɑnhɛmːɑt	ɛhiɛsihi	ætjaævæ	syløːk	vɑnhimeh	roːdʲçeʎ	ajmam	ɑjmɑm~bɑcmɑm	vɑˀnbizt	æːjɡat	ɑʧɑˑɑvɑˑ	tʲaˑdʲataˑlʲat	dʲesɨɲemɨ	vɑnhɛmːɑt	asiaŋki	sʲaːɲaːsʲ	vaːnhemɑh	æsɨjitɨ	vɑxnɛmbɑt	puarːɒz	eːjhtɛɡh	ɲeːbʲɑxɑʔɲisʲɑxɑʔ	ɑtɑjɑnɑj~bubɨmumɨ	vɑnhɛmbɑd~kɑzvɑtɑjɑd
PART	ʨastʲ~pelʲks	osɑ	ɔsɑ	diɔ	pɑj~ʧɑstʲ	reːs	u̯æsi	kuɕːk	jukəm	jukən	vʊzɑː	u͡ɔɑsːɛ~bi͡ɛlːɛ~ɡʊu͡ɔvlːu͡ɔ	uʒɑˑʃ	ʨastʲ~palʲks	xelɨ	ɔsɑ		loːmt	ɔ̯ɑsːi~pihtːaː	pʲeʎak	ɔzɑ~vʊitːi	vuɐsːʲɘ~piɛcc͡çʲɘ	stʉhʧɛ	pʲeːʎɑ	lʲuket	pɑlɑ
PART_WAYS	javoms	lɑxkuminʲemɑ	ɛrɔtɑ	ɕizidʲadkanuʧʲ	ɑjərlɑʃ	ɛlvaːlik	rɑtkuð	kuːdtje	torʲjaɕnɨ	torjədʨɨnɨ	lɑˀɡːə	sirːɑt~siradit	ojɤrlɑˑʃ	javoms	tɐrumsɐ	ɛrɔtɑ	katnamantɪ	kittɪɣminɪɣlaːluŋkʷʲe	e̯ærːaːnih	ʃʲitɨqænqa	ɛrɔtɑ	ratkːʝɛd	joːkɛdidh	sʲidʲɑnʔxɑnəʦʲ	lʲukisʲkɨnɨ	ɛriɡɑtɑ
PASS	jutams	mœːd̥umɑ	kʊlʊɑ	kaniɕʲ	ertæʃ	muːlik~ɛlmuːlik	kulːɐð	vaːsːe~jiːlːjuvːe	munnɨ	koʎnɨ~ordjɨnɨ	kɑˀdːə	vasːɛt	ertʲeˑnkɑjɑˑʃ	jotams	bəusɐ~bʲerədʲi	mænːæ		χoluŋkʷʲe	kɔlːɑh		kʊlʊɔ~mɛnːæ	ʝɔːtːʲɛd	βæːsɛdh	wəjeːrəsʲ	ortʨɨnɨ	mændɑ
PASS_(SOMETHING)	maksoms	ɑnd̥mɑ~ulɑtɑmɑ	ɔjɛntɑː		puɑʃ	ɲuːjt	keiɡið	aɲːte	ɕetnɨ	ɕetnɨ	tæutə	lɑɡadit	puɑˑʃ	maksoms	mʲisʲi	ɑndʊɑ	matɪ	miŋkʷʲe~laːwuŋkʷʲe	kejkeh	sulɨqa	ɑndʊɑ	vuəiɡːɐsʲtːʲɛd	keːlkɛdh	tɑmbəsʲ~mʲipəsʲ	sʲotɨnɨ	ɑntːɑ
PASTURE	rakʃaɲvanomatarka	kɑrjɑmɑː	lɑi̯dʊn		nər	lɛɡɛløː	ku̯ætu~lu̯ætu	taːntar	podajjirɕan	pəskəcinɑ	niːt	ɡʊu͡ɔhtu͡ɔm	nurʃeˑr	vanomavasta	kəturəmu	lɑijʊn	sʲaχar	sʲaːrɪk	kʊ̯ɔhtʊn	up	mɛʧːʏ~pɑimɛndʊsmʊɑ		koɒtumɛ	tɨʔʲɑ	vozʲ	ɔmɑlʊinɛ
PATH	jan	rɑd̥ɑ	pɔlkʊ	sɔbʲɛ	jalɣornə	øʃveːɲ	pæːlɡis	poalkas	tuj	tuj~kɨsnɑn	tɑkɑː	balɡɛs	jolɡoˑrno~sokmɑˑk	jan~kiɲaˑ	sɐrʷo	pɔlkʊ	juʃ~sarpa	ʎoːχjas	paːlɡkis	mætːɨja	trɔpːʊ	paːʎʲɛs	pɑːlka	sərpʲɑ	sʲures	tɛhʊt
PATTERN	sʲorma	mustʲer	kʊʋiɔ	mazaβɨ	tɯrleʦ	mintɒ	kovos	kɨrːj~kɨrjɲesː	ɕer	ɕer	kɛːrɑ~mustɨr	ɡirjːɑ	pezɑˑk~uzoˑr~yˑlɡø	sʲorma	xʷoðyr	kirjɑ	χanʃi	χansa	kirjjih	nækɨr	kirjʊ		kuʌrɛ	mɑdɑwɨ	puʒɨ	kirjɑm
PAW	kenʒe	kyːnʲis	kʏnsi	samaŋɔ	lɑpɑ	kɒrom	koʣːɐ	keːbpeʎ	kabɨr	ɡɨʒ	kiːɲtʃ	ɡɑdʦɑ	lɑˑpɑ~kopɑˑ	kenʒe	dʲɐməðəsʲusʲuoðə	kæpælæ	wojkur	uːjχulkaːt	kɑd͡sːɑ	topɨ	kʏnzi	kədʣɐ	kaʦːɛ	lɑpə	pɨd	kʏnzʲ
PAY	pandoms	mɑksmɑ	mɑksɑː	mirzaɡuɕʲ	tylæʃ	fizɛt~mɛɡfizɛt	mæksið	maːkːɕe	vʲeʃtɨnɨ	mɨntɨnɨ	mɑksə	maksɛt	tylɑˑʃ	paˑndoms	mʲirʲiʔsʲisʲi	mɑksʊɑ	soχaptatɪ	ojtuŋkʷʲe	maːksih	mʲirtɨqa	mɑksʊɑ	maxʲsːʲɛd	mæːksɛdh	səldɑmbəsʲ	tɨrɨnɨ	mɑkstɑ
PAY_FOR	pandoms	tɑsumɑ	mɑksɑː	mirzaɕʲ	tylæʃ	fizɛt~kifizɛt	mæksið	maːkːɕe	vʲeʃtɨnɨ	mɨntɨnɨ~mɨntɨɕnɨ	mɑksə	maksɛt	tylɑˑʃ	pandoms	mʲirəðɨsɨ	mɑksʊɑ	soχaptatɪ	ojtuŋkʷʲe	maːksih	mʲirtɨqa	mɑksʊɑ	maxʲsːʲɛd	mæːksɛdh	səldɑsʲ	tɨrɨnɨ	mɑkstɑ
PEOPLE	narod	rɑxvɑs	kɑnsɑ	ɛnʧu	xɑlək	neːp	ɑːlmuɡ	naredt	jəz~narod	jəz~vojtɨr	roˀv~roˀvz	almːʊk~fʊu͡ɔlkːɛ	kɑˑlɤk	naroˑd	mouc͡çerəʔ~ŋɐnɐʔsɐnəʔ	rɑxvɑs	mir	maːχum	aːlɑbmɔh	qumɨn~tamtɨr	rɑxvɑs	ɒːlmi	ɑːlmuɡɛ	nɑroːd~xibʲɑrʲiʔ	kɑlɨk	rɑxvɑz
PEOPLE_(SEVERAL)	lomantʲ	inʲimesʲed̥	ʋæki~ixmisɛt	ɛnʧu	eðemvlæ	ɛmbɛrɛk	viehɐ	oːlːme	jəz	jəz~vojtɨr	roˀvd~roˀvzt	ʊlmʊʧɑ	jeŋvlɑk	lomattʲ	ŋɐnɐʔsɐnəʔ	rɑxvɑs	joχ~moχʲet	maːχum	aːlɑbmɔh	qumɨn	rɑxvɑs	ɒːlmi	ɑːlmuɡɛ	ɲeːnæʦʲɑʔ	ɑdʲɑmios	rɑxvɑz
PERCH_(FISH)	okuɲ	ɑxven	ɑxʋɛn	dʲɛhi	ɑlɑŋɡə	ʃyɡeːr	vu̯æsku	vuesːk	jokɨʃ	jokɨʃ	oˀunɨz	vʊu͡ɔskʊn	olɑˑŋɡe	oˑkuɲ		ɑxvɛn	χanʃaŋχuɬ	sɪmri	vʊ̯ɔskːʊ	qøsa	ɑxvɛn	vuɐskɐ	sihtɛɡɛ	ʎɑrɑ	juʃ	ɑxvɛn
PERISH_(OF_HUMAN)	ʨavovoms~jomams	surmɑsɑːmɑ	sɑːdɑsʊrmɑnsɑ~kuɔ̯lːɑ	kaɕʲ	pɯtæʃ	ɛlpustul	surmɐʃuð	moːaːjːkʲe	vijɕɨnɨ	kuvnɨ	kuːolə	su͡ɔɑɡːu͡ɔt~sɔrmːɔnit	vujjomɑˑʃ	jumaˑms	kʷodʲɐ~kʷoʔkəsɐ	kʊɔlːɑ	sormapittɪ	porsuŋkʷʲe	tʊʃːɑh~rɔ̯ɑhpːaːnih	quqa	kʊɑdʊɔ~kʊɔltɑ	kəʦkːɐd~xiɐvvnɛd	hɨɛβɛnidh	ŋæwɑmʔʲoːʦʲ	bɨrɨnɨ	kɔldɑ
PERSON	lomaɲ	inʲimenʲe	ixminɛn	ɛnʧi	eðem	ɛmbɛr	olmoːʃ	olma	mort	mort	riʃtiːŋɡ	ʊlmʊʃ	jeŋ~ɑjdeˑme	lomaɲ	ŋɐnɐʔsɐ	ixmini~imɛxnini	χojat~χatnəχu	əlmχolas	ɔlmːɔʃ	qup	ristikɑnzʊ	oːumɐʒ	almɛʧɛ	xibʲɑ~ɲeːnæʦʲ	murt~ɑdʲɑmi	mɛzʲ~ristit
PHYSICIAN	vraʨ	ɑrst	læːkæri		ðoktor	orvoʃ	tu̯æhtær	lɨxːʦej	vraʨ	vrɑʨ~burdədɨɕ	ɑrʲʃt	dɔktɔr~dalkʊdidːjɛ	vrɑʧ	vraʨ~doktor	ʎekɨr	liækæri	ʎekkar	ʎeːkkar	tɔ̯ɑvtːir	wraʨ	liækæri~dɔʊxtʊri	dɔxtːɒr	toɒktɛrɛ	səwumdɑŋɡoːdɑ	vrɑʨ	lɛkɑrʲ
PICK	noʦkovtɲems	nopːimɑ	pɔi̯miɑ	nɨzkuʧʲ	kɯræʃ	sɛd	ʧu̯æɡɡið	kɨʃːke	sudzɫavnɨ	votnɨ~əktɨnɨ	kɑtkə	ʧu͡ɔɑɡːɛt	kyrɑˑʃ	fatɲems~notfɲems		pɔimiɛ	manʃitɪ	χotmanɪɣtaːlɪɣlaŋkʷʲe	ʧɔ̯ɑɡkih	nɨtqɨʎeqa	kɑtkɑtɑ~kɛrætæ	uːsːɐd	ʧoækːɛdh	nɨdpəsʲ	jiʃkɨnɨ	pɔimdɑ
PICK_UP	kepedʲems	ylʲestɤstmɑ	ʏlœsnɔstɑː~nɔstɑː	diruɕʲ	kuzəktɑʃ	fɛlɛmɛl	pɑjedið	pajne	ɫebtɨnɨ	ʨeʨːədnɨ~suvtədnɨ	iˀlzɨnustə	lɔpːtit	nøltɑlɑˑʃ	kepodʲems~kasftoms	dʲilədʲi	nɔstʊɑ	noχaɬamtɪ~noχpontɪ	noːχaːlmuŋkʷʲe~noːχwiŋkʷʲe	pɑjiðih	jinːajiqa	nɔstʊɑ	pɐːidʲɛd	pijːiɛdidh	jiləsʲ	ʤutɨnɨ	lɛtɑ
PICTURE	kartʲina	pilt	kʊʋɑ	kartin	kɑrtin	keːp	kove	kartʲina	karcina	ɕerpɑs	biːldɑ	ɡɔvːɔ	syreˑt	kartʲiˑna	sɨʔ	kʊvɑ	χor	χuri	kɔvːɑ	qʲatːɨ	kʊvɑ	kɒrtːɐ	kʉβːiɛ	kɑrtʲinɑ~pɑdtɑʔmɑ	sured	kʊvɑ
PIECE	pakʃ~pelʲks	tykː	pɑlɑ~kɑpːɑlɛ	dʲuk	lɑʃtək	dɒrɒb	pitːæ~kæpːælɐh	kuɕːk	tor	tor	stik~kɑbɑːl	bi͡ɛhːkɛ	kɑˑtɤʃ~lɑˑstɤk	pakʃ	dʲukə~ŋuŋkə	pɑlɑ~kɑpːɑlɛh	taχtɪ	loːmtkʷ	pihtːaː	laka	pɑlɑ~pɑlɑinɛ	kusʲcc͡çʲɘ	pæhta~piɛhkiɛ	mun	judes	pɑlɑ~sʊpɑl
PIG	tuvo	sʲiɡ̥ɑ	sikɑ	ɕibiɲʲa	sɑsnɑ	ʃɛrteːʃ	ʃɑhe	ʃaːɡk	porɕ	porɕ	siɡɑː	svijnːɛ	søsnɑˑ	tuva		pɔʧːi	purasʲ	puːrɪsʲ	spijdni	sɨpɨnʨa	pɔʧːi	ʃɐːcc͡çʲɘ	snʉrkɛ	pɑrəsʲʔ	pɑrsʲ	siɡɑ
PIKE_(FISH)	ɕ͡ʨuka	hɑuɡ̥	hɑwki	dʲɔdaz	nuʒ~nuʒɣol	ʧukɒ	puʃko	nɨɡkeɕ	ɕirpiɲ	ɕir	ɑiɡ	havɡːɑ	nuʒ~ʧortɑˑn	ɕʨuˑka		hɑʊki	sort	sort	haːvkɑ	pʲiʨːa	hɑʊɡi	nucc͡çʲɛʃ	hɑːβkɛ	pɨrʲɑ~sʲɑtoːræj	ʨʲipej	hɑʊɡʲ
PILLOW	todov	pɑd̥i	tyːnʏ~piɛ̯lʊs	nuɡaa	kɯpʦɯk	paːrnɒ	polster	poːdeʃk	poduʃka	jurɫəs	pɑɟɑː	ɡʊu͡ɔdːa~u͡ɔɑjvɛvʊu͡ɔlːɛ	kyˑpʧɤk	todu	səlŋɨ~xiŋɡɐʔɐ	piɛlʊs	osamχir	osmaχuːrɪɣ	kʊ̯ɔdtaː~pɔlstːɑr	yŋaj	piɛlʊs	peːrʲɛn~poːdːɐʃc͡ç	nalhkɛ	pɨrkɑbtʔ	minder	pœlʊz
PINE	piʨʲe	mænd̥	mæntʏ~pɛtæjæ	dʲɛ	jæktɯ	fɛɲøː	peːʦi	peːʣ	poʒum	poʒəm	piɛdɑːɡ	hajkːɑ~bi͡ɛhʦɛ	pyˑnʧø	piʨʲe	koʔ	mænty~pɛtæjæ	unʃisoχ	tarɪɣ	pe̯æhʦi	ʨo	mændʏ	piɛtʦʲɘ	piɛʦiɛ	jeː	puʒɨm	pɛdɑi
PIT_(POTHOLE)	latko	kɑevɑnd̥	kuɔ̯pːɑ	baɡ	jæm	vɛrɛm	kyeppi~roɡːe	koabp	jama	ɡu	koːvɑndɨks	rɔɡːɛ	vɤnʲeˑm	lotka	ŋərmə	kʊɔpːɑ		woːŋχa	kɔhpi~rɔɡki	korʃok	hɑʊdʊ~kʊɔpːʊ	rɔɟɟ͡ʝʲɘ~kɔːpːʲɘ	hæːβtiɛ	wɑŋɡ	ɡu~ɡop	kɔp
PLACE_(POSITION)	tarka	pɑik	kɔxtɑ~pɑi̯kːɑ	dʲa	vær	hɛj	pæikːi	sajː~paːjçk	mʲesta	jin~mestɑ	kuːoʒ	bajkːɛ~sɑʤɛ	ver~oˑlmo	vaˑsta	bəbə	pɑikːɑ~kɔxtɑ	taχa	maː	paːjki	tætːɨ	sijɑ~kɔxtʊ	pɐicc͡çʲɘ	sijːiɛ	jɑ	jintɨ~mestɑ	kɔxt
PLAY	nalksʲems	mæŋk̥imɑ	pɛlɑtɑ~lɛi̯kːiæ	sænkuʧʲ	mɑðɑʃ	jaːtsik	leihɐʃið	ɕiːrːe	orsnɨ	vorsnɨ	mæŋɡə	stɔhkɑt~stʊvsːit	modɑˑʃ	nalxksʲems	sɐnirsʲɐ	lɛikːiɛ~pɛlɑtɑ	jottɪ	jonɣuŋkʷʲe	spe̯ælːɑh	søntɨrqa	ɛlɔstʊɑ~kiʒɑtɑ	siərːɐd~spɛɐlːɒd	rɨʧːɛdh~lʉstɛdalːɛdh	sʲɑnɑkoːsʲ	ʃudɨnɨ	vætɑ
POINTED	pʃtʲi	torkɑv	tɛræʋæ	nahaβa	kɑʃɑr	hɛɟɛʃ	ʧuːvɐs	ʧoːɡk~paɕːteʎ	joɕa	joɕjɨɫɑ	spitʃ	snʊʧɛk~snjʊrʧʊk	koʃɑˑr	botaz~orʒa	nʷamsɐjkʷo	tɛrævæ	taʲaŋ	taʎχɪŋ	ʧɔkɑs~ʦʊpːɑs	sopɨj	tɛrævʏ~tɛrævʏnʲɔkːʊ	pɐsʲtːʲɛl	sɲɔhʧuʌh	sɑwʎuj~sɑwək	jɨlso	nʏɡʊ~tɛrɑv
POLE	olɡa	lɑtː~tʲeivɑs	tɑŋkɔ	ŋuzu	rɑvə~nɑmɑʃ	ruːd~poːznɒ	ʧu̯ælɡui	keːlːt~peːʎːk	zor~potʃ	poʧ	dɑːlbɑ	staɡːu͡ɔ~hɔlɡːɔ	lomɑˑʃ	olɡa	ŋyj	riʊkʊ~sɑlkɔ	nɪr	pusassɪr	staːβraː~staːɡkʊ	po~møtɨko	ɑijɑs~kɑŋːi	kɒŋɡːɐ	stɑːβra	ŋu	puʧ	ɑrzʲ
POOR	kaʒov	vɑenʲe	kœɥhæ	maɡutuda	ukeæn	sɛɡeːɲ	kevhi	vaːjvaʃ	ɡov~bʲednəj	ɡəʎ	joutɨm	hæːʤu͡ɔ	nuʒnɑˑ	aˑʃu	məŋkəː	kœyhæ	nuʃa	nusa	ke̯æfi		kœʏhʏ	c͡çeːuxʲɘ	kiɛfiɛs	mɑŋɡbədɑ	nɑʨɑr~kuɑɲer	ɡɔlʲː
POT	kastrʲulʲa	pɑd̥ɑ	pɑtɑ	dizi~kastrʲuʎa	mískɑ	fɒzeːk	pæːti	kiːmʲːn	kastrʲuʎa	ɡɨrɲiʨ	pocːɑː	rʊjtːɑ~ɡi͡ɛbːmɛ	miˑske	kavozʲ	norʲi	pɑtɑ	aɬŋan	puːt	paːhti~kiɛvdni	ʨi	kɔstʲʊrkʊ	kruɐitːɐ	pæːtiɛ~kʰruβhtɛ	ŋəwərʔŋæsʲɑʔ	miskɑ	pɑdɑ
POUCH	keskav	pɑun	pʊsːi	marijɛ	meʃæk	zɒʧkoː	ʧoːvɐs	veːr̥ːʦ	mʲeʃək	meʃək	poːnɑ	pɔvsːɔ	meʃɑˑk	kaskav	xʷoðɐj	pʊsːi	χir	χuːrɪɣ	se̯æhkɑʃ~pʊrəsɑ~kʊhkːaːr	kota	hʊɑvɔ	siɐkkɐ~kɔʃːʲɛl	βuʌsːɛʧɛ	pɑd	pujɨ	hɑvɑd
POUR	kajams	kɑlːɑmɑ	kɑːtɑː	kɔdaɡuɕʲ	optɑlɑʃ	ønt	leʃkið~virɐtːið	vaːlːe	kiɕtnɨ	kiɕtnɨ	ɡɔːˀʒə~vɑˀlːə	halːit~li͡ɛjkːit	optɑˑʃ	kajams~ɲurʲxtʲaˑms	bəbtudʲɐ	vɑlʊɑ	ʃoʃamtɪ	soːsuŋkʷʲe		qamtɨqa	vɑlʊɑ~kʊɑdʊɑ	vaːlːɒd	kʉrhkɛdh	xəmdɑsʲ	lezʲɨnɨ	vɑlɑdɑ
POWER	azorksʨʲi	vɤim	mɑxti		vlɑstʲ	hɒtɒlom	vældi	voalːt	vɫasc	kɑnɑɫəm	vɨimi	fabmu͡ɔ~fabmu͡ɔɡisvʊu͡ɔhtɑ	vlɑstʲ	azorondama~azorksʃi	kəmʲiɐbsʲɐ	vɑltɑ		wlastʲ	faːpmʊ	wlastʲ	vɑldʊ	valʲdːʲɘ	fɑːmuʌ	wɑtoː	vlɑstʲ	vɑld
POWERFUL	pekvijev	jɤulʲinʲe	ʋækɛʋæ~ʋɔi̯mɑkɑs	nɨhita	viæn	ɛrøːʃ	vieksɐ	viːɡkjeɕ~toavːsamusː	vɨna	vɨnjərɑ	joudzi	ɡi͡ɛvrːɑ	kuɑˑtʎe	pakvʲiji	mɨntumʷo	vɔimɑkɑs~vækœvæ	ʃekjuraŋ	saːwjoːroːsʲɲe	kiɛβrɑ	orsɨmɨj	vɔimɑkɑs	viəxsːɐ	βeæksɛhks	meːbʲeːtɑ	kuʒmo	væɡɛv
PRAISE	ʃnams	kiːtmɑ	ʏlistæː	sɔjzataɡuɕʲ	xvɑljaʃ	diʧeːr	rɑmːuð~ræmidið	kɨjta	oʃkɨnɨ	oʃkɨnɨ	kiːtə	majnːu͡ɔt~ramːpu͡ɔt	moktɑˑʃ	ʃnaˑms	xysʲiɐʔsɐ	kilːɑtɑ~kɛhʊɔ	iʃaktɪ	ɤːsɣuŋkʷʲe	maːjdnʊh~raːmiðih	somarsɨqa	kiːtːiæ	ɐːlʲeːd~c͡çɛitːʲɛd	kirmɛdh	səwuʦʲ	uʃjɑnɨ	kitːɑ
PRECIOUS	pitɲej	væːrtuslʲik	ɑrʋɔkɑs	mirita	ækæn	eːrteːkɛʃ	tiːvrɐs	aːrːvjeɕ~koːaːlːʃeɕ	dona	donɑ	væːrtli	arvʊlɑʃ	ʃerɡɑkɑˑn	pitɲi	dʲensʲiʎiɐ~dʲeɲdʲiɐlkəː	ɑrvɔkɑs	tɪnaŋ	tinɪŋ	aːrvːɔlɑʃ	mʲirsɨmɨj	hinːɑkɑs	kɒːlːɐʃ	ɑːrβuʌs	mʲirʲeːtɑ	duno	ɑrvɔkɑs
PRECIPICE	pandoʨama	nɤlvɑk	rinːɛ		polom	lɛjtøː	vieltːi	luexːk	pokat	ɲɨvk~bokʃɑ	mæˀɡnɑiɡɑː	balːtɛ	tɑˑjɤl	paˑndaʃaˑma	xirky~tɐmtyʔ	riʊtːɑ~tɛrmæ		χolmil	viɛlti~lʊ̯ɔhkːaː	qænmæntɨ	pɑltɛ	viɛlʲtːʲɘ	puʌltɛ~prijriɛ	ləŋɡ	bɑm	pɑʊtɛ
PREPARE	anokstams	vɑlmistɑmɑ	ʋɑlmistɑː	kamazaɕʲ	pospejɯktæʃ	ɛløːkeːsiːt	vɑlmɐʃtið	voːaːlmʃe	ɫəɕətnɨ	dɑɕtɨnɨ	vɑʎmɨstə	ɡarvɛdit~ɡarvːidit	jɑmdɤlɑˑʃ	anoklams	dʲekənəsɐ~c͡çentɨrɨsɨ	vɑrʊstʊɑ~vɑlmistʊɑ	ɬəsʲattɪ	taːstuŋkʷʲe~sʲoːpitaŋkʷʲe	vaːlmːɑstih~stelːeh	ojimqa	vɑrʊstʊɑ~vɑlmistʊɑ	vɒːlmʃtɛd~vɒlmʃtɛd		nəkrɑsʲ	dɑsʲɑnɨ	vɑʊmitɑ
PRESERVE	vanstoms	hoid̥mɑ	sæi̯lʏtːæː		pereɣæʃ	mɛɡtɒrt	vɑrjɐlið	jiːɕːte~voːaːrːde	vidznɨ	viʣnɨ	vʊidə~kɑitsə	bisu͡ɔdit~varjːɑlit	sɑklɑˑʃ	vanftoms	dʲutɨrʲiɐsɨ	sæilytːyæ~vɑrtɛijɑ	ʃawitɪ	uːrɣalɪmoːɲsʲuŋkʷʲe	sæjlːʊhih	jitːɨrqa	sæilʏtːiæ~ɑkːilɔijɑ	vɒrʝːlɛd	βɑːrjɛlidh	leːtrɑsʲ~xɑjeːsʲ	vozʲɨnɨ	kɑitɑ
PRESS	nujems	piɡ̥istɑmɑ	pɑi̯nɑː~pʊristɑː	ɫatartaɡuɕʲ	temdæʃ	ɲom~mɛɡɲom	ʧærvuð	peːrːe~raːpːʨe	ʎiʨkɨnɨ	ʎiʨkɨnɨ~topədnɨ	piːkstə	di͡ɛdːɛt	jiʃɑˑʃ~tʲemdɑˑʃ	lʲupʃtaˑms	mʲebkitirsu	pɑinʊɑ	taŋarttɪ	taŋɪrtaŋkʷʲe~pasirtaŋkʷʲe	te̯ædtih~ʧaːrɛveh	ɨpqɨlqa	pɑinʊɑ	ʧarvːɒd~tɛadʲdɛd	tɨɛlkɛstidh	lɑtrɑmbəsʲ	zibɨnɨ~pɑʨkɑtɨnɨ	pɑindɑ
PRICE	pitɲe	hind̥	hintɑ	mir	æk	aːr	hɑdːe	aːrːv	don	don	iːndɑ	hɑdːɛ	ɑk	pitɲe	dʲensʲi	hintɑ	tɪn	tɪn	hɑdti	mʲirtɨ	hindʊ	xɐdːʲɘ	oɒsa	mʲirʔ	dun	ɑrv
PRODUCE	anokstams	vɑlmistɑmɑ	tuɔ̯tːɑː~ʋɑlmistɑː	ɕʲɛdaɡuɕʲ	jæmdɯlæʃ	ɟaːrt~ɛløːaːlːiːt	ɑmnɐstið~vɑlmɐʃtið	lɨxːke~jiːʎːkʲe	vəʨnɨ	ɫəɕədnɨ	vɑʎmɨstə	bʊvtɑdit	jɑmdɤlɑˑʃ	anoklams	mʲelɨðəsɨ~mʲelɨʔsɨjsʲi	vɑlmistʊɑ	wʲertɪ	waːruŋkʷʲe	tʊcːɔh	mʲeqa	vɑlmistʊɑ~lʊɑdiɛ	vɒːlmʃtɛd	skæːpiɛdidh	mʲimbəsʲ	lesʲtɨnɨ	tɛxtɑ
PROMISE	altams	lub̥ɑmɑ~tɤotɑmɑ	lʊʋɑtɑ	batuʧʲ	søræʃ	iːɡeːr	lopedið	oːaːʃːtʲʲe	kəsjɨnɨ	kɨvɕetnɨ	tɨitə	jahːtɛt	sørɑˑʃ	maˑksomsval	bʷodʲɐ	lʊvɑtɑ	jastatɪ	waːruŋkʷʲelaːwχatuŋkʷʲe	lɔhpiðih	ʨaptɨqa	ʊskɑldʊɑ	lɔpːʲeːd	lʉhpiɛdidh	wɑtoːrəsʲ~wɑtoːrpəsʲ	kɨlsʲotɨnɨ	tɔivɔtɑdɑ
PROTECT	aʃtʲems	kɑitsmɑ	suɔ̯jɛlːɑ	kʲɛnɔɔɕʲ~kʲɛkadaɕʲ	pereɣæʃ	oːv~veːd	vɑrjɐlið	pɨɲːe	dorjɨnɨ	viʣnɨ	kɑitsə	sʊu͡ɔdːjit~sʊu͡ɔʤɑlit	ɑrɑlɑˑʃ	aˑralams	ŋiðʲiʔsʲisʲi	sʊɔjɛlːɑ~vɑrjɛlːɑ	turɪtɪ	uːrɣalaŋkʷʲe	sʊɟceh	øtːɨqa	sʊɔjɛlːɑ	suɐidɛd~vɒrʝːlɛd	βɑːrjɛlidh	ŋeːdɑsʲ	utʲɑltɨnɨ	kɑitɑ
PULL	uskoms	ved̥ɑmɑ~tɤmb̥ɑmɑ	ʋɛtæː	ɲɔhrɔɡuɕʲ	ʃəpʃɑʃ	huːz	keːsːið	keːɕːe	kɨskɨnɨ	kɨskɨnɨ	tɨmbə~viɛˀdːə	ɡi͡ɛsːɛt	ʃupʃɑˑʃ	uskoms	ɲɐɡʲiʔtəsɨ	vɛtyæ	ɲartɪ	χartuŋkʷʲe	ke̯æsːih	ɲaqːɨlqa	vɛdiæ	c͡çiɛsːʲɛd	kiɛsɛdh	nækəlpəsʲ	kɨskɨnɨ	vɛdɑdɑ
