Gloss	Erzya	Estonian	Finnish	Hungarian	Inari Saami	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Pite Saami	Proto-Uralic	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Ume Saami	Veps	Votic	Võro
TWIST (AROUND)_232-q								jo̝ɣər																			
TWIST (AROUND)_232-r																										kovertɤmɑ	
TWIST (AROUND)_232-s																										kriːvisːemæ	
TWIST (AROUND)_232-t										piʥrɑvnɯ																	
TWIST (AROUND)_232-u																											
TWIST (AROUND)_232-v															hujkələbtɯdʲi												
TWO_196-a	kɑvto	kɑks	kɑksi			kɑks		kætkən~kætkən	kuːht	kɯk	kɯk		kitiɣ~kitiɣ	kok~kok	ɕiti				ɕitə				kɯk			kɑhs	
UNCLE_298-a			set̪æ						ʧieʣʲ		ʨoʒ		sɑːsiɣ	ʧə̠ʧə̠	tɯtɯdʲɑ												
UNCLE_298-b		onu	e̞no̞			eno			iːnː																	eno	
UNCLE_298-c																			ilʨɑ								
UNCLE_298-d	ʎeʎɑ~ʎeʎɑ																										
UNCLE_298-e																											
UNCLE_298-f									jeːɡːʲ				ɑki														
UNCLE_298-g						tæːd̥æ																				dæːd̥	
UNCLE_298-h								jəɣləŋ																			
UNCLE_298-i														izɑ													
UNCLE_298-j				nɒɟbaːʧi																							
UNCLE_298-k																							ɑɡɑi				
UNCLE_298-l													kɑŋk														
UNCLE_298-m																										onu	
UNCLE_298-n	dʲɑdʲɑ																										
UNCLE_298-o										dʲɑdʲ																	
UNCLE_298-p															əʔə												
UNCLE_298-q															iɕi												
UNCLE_298-r															ɲinɯ												
UNTIE_216-a																											
UNTIE_216-b																											
UNTIE_216-c																											
UNTIE_216-d																											
UNTIE_216-e	juksɲems																										
UNTIE_216-f											rɑʑnɯ																
UNTIE_216-g				kiold																							
UNTIE_216-h														ruðem													
UNTIE_216-i																							sertɯnɯ				
UNTIE_216-j													peːsti														
UNTIE_216-k															dʲukydʲɑ				ʨɯkːə								
UNTIE_216-l									piesːʲte																		
UNTIE_216-m								ɑŋət																			
UNTIE_216-n																											
UNTIE_216-o										pɤrtʨɑvnɯ																	
VOMIT_197-a	uksnoms	okːsentɑtɑ	o̞kse̞n̪t̪ɑː			oksend̥ɑisːɑ			vukːʲse	ɤsɤtnɯ~ɤsɤtnɯ	vosnɯ			ukʃiɲʧɑm									ɤskɯnɯ			ɤhsɤtːɤmɑ	
VOMIT_197-b											ɡorʥɯnɯ																
VOMIT_197-c				haːɲ																							
VOMIT_197-d								ɑɣət					ɑːjtɑχti														
VOMIT_197-e																			tøːtə								
VOMIT_197-f														βɑkem													
VOMIT_197-g																											
VULTURE_300-a			ko̞rpːiko̞t̪kɑ																								
VULTURE_300-b		rɑisɑkotːkːɑs																									
VULTURE_300-c																											
VULTURE_300-d				kɛʃɛjyː																							
VULTURE_300-e													kuːrsən														
VULTURE_300-f								kulpŏʧəku																			
VULTURE_300-g										ɯʤɯt kuʧ																	
WALK_198-a		kæiɑ	kæʋe̞lːæ			kævelːæ																					
WALK_198-b									vaːnːʲʦe																		
WALK_198-c	jɑkɑms																										
WALK_198-d														koʃtɑm													
WALK_198-e										vetlɤnɯ	vetlɯnɯ												vetlɯnɯ				
WALK_198-f																							wɑmɯʃtɯnɯ				
WALK_198-g				jaːr																							
WALK_198-h				ɟɒloɡol																							
WALK_198-i								jəlil					jɑli~jɑli														
WALK_198-j													joːmi														
WALK_198-k															dʲoðyrɕɑ												
WALK_198-l																			qyəl								
WALK_198-m																											
WALK_198-n																										jɑlɡɤtːɤːmɑ	
WARM_199-a	ʎembe~ʎembe		læmːin			læmːæː								leβe													
WARM_199-b		soe				soːjɑ																				soːjɤ	
WARM_199-c																											
WARM_199-d																			pyː								
WARM_199-e									pɒːhk																		
WARM_199-f										ʃonɯt	ʃonɯd												ʃunɯt				
WARM_199-g				mɛlɛɡ				meɭək					mɑːltip														
WARM_199-h													reːɣ~reːɣ														
WARM_199-i															ɲyɲɑ												
WARM_199-j														ʃokʃo													
WARM_199-k						vɑri																					
WARM_199-l																										løyhkæ	
WARM_199-m															hekusɯ												
WASH_200-a		pestɑ	pe̞st̪æ			pesːæ			peːsːe																	pesemæ	
WASH_200-b	ʃʎɑms																										
WASH_200-c				moʃ							mɯɕkɯnɯ			muʃkɑm					mysəlʧə				miɕkɯnɯ				
WASH_200-d								lŏɣɯt					lowti														
WASH_200-e															ɲobusɑ												
WASH_200-f								pos																			
WASH_200-g															kələʔbtusɑ												
WATER_4-a	vedʲ	vesi	ʋe̞si	viːz		vezi				vɑ	vɑ		wit	βyt	bɯʔ				yt				vu			vesi	
WATER_4-b									ʧaːʣʲ																		
WATER_4-c								jəŋk																			
WET_202-a		mærk	mærkæ			mærɡ̊æ																				mærʧ	
WET_202-b																											
WET_202-c	nɑʧko								ɲuːʦkas					noʧko													
WET_202-d																											
WET_202-e										vɑ	vɑ																
WET_202-f																							kot				
WET_202-g				nɛdvɛʃ																							
WET_202-h													ɲɑːr														
WET_202-i								mŏrɯ																			
WET_202-j																											
WET_202-k																			ʨentɑʎ								
WET_202-l								lɑ̆ləŋ																			
WET_202-m																											
WET_202-n																											
WET_202-o										uʎ																	
WET_202-p															ɲetɯbɯə												
WE_201-a	miɲ		me̞	mi		møː		məŋ	mɨjː	mijɤ	mi		mɑːn	me	mɯŋ				meː				mi			myː	
WHAT_51-a	meʑe	mis		mi		mi		mø̆ɣi~mø̆ɣi	meɡː~miː	mɯj	mɯj		mɑn~mɑn	mo	mɑː								mɑ~mɑ			mikæ	
WHAT_51-b																											
WHAT_51-c																			qɑji								
WHEN_203-a		milːɑl	milːo̞in	mikor		milːoi̯n		mətlæt~mətlæt																			
WHEN_203-b		kunɑs	ko̞skɑ			konz	~	kuntə	kuesːʲ	kɤr	kor		χuɲ	kunɑm	kɑŋɡə				kun ɕɑːɣən				ku			kɤns	
WHEN_203-c																			kun ɕɑːɣən								
WHEN_203-d	ʑɑrdo																										
WHERE_204-a			misːæ	mibɛn																							
WHERE_204-b	koso	kus		hol		kuz		kot~kot	kasʲt	kɯtɤn			χoːt	kuʃto	kuni~kuni				kuːn~qɑjiqən				kɯtɯn			kuzɑ	
WHISTLE_305-a			ʋiɦe̞lt̪æː			viheld̥æː																					
WHISTLE_305-b																											
WHISTLE_305-c									ɲurːke																		
WHISTLE_305-d														ʃyʃkem													
WHISTLE_305-e											ʃutʲlɑvnɯ												ʃulɑnɯ				
WHISTLE_305-f				fycyl																							
WHISTLE_305-g															ɕyʧɑʔsɑ~ɕyʧɑʔsɑ												
WHISTLE_305-h																			kyːkəmpi								
WHISTLE_305-i		vilistːɑtɑ																								vilisːeːmæ	
WHISTLE_305-j	veʃkems~veʃkems																										
WHISTLE_305-k										piksɯnɯ																	
WHISTLE_305-l													kisi														
WHITE_205-a		vɑlke	ʋɑlko̞ine̞n						viːlːke																		
WHITE_205-b	ɑʃo					vɑlkiɑ								oʃ~oʃ												vɑlɡɤkɤz	
WHITE_205-c											jeʤɯd																
WHITE_205-d																							tɤdʲɯ				
WHITE_205-e				fɛɦeːr																							
WHITE_205-f													jɑːŋk														
WHITE_205-g													ɲɑːr														
WHITE_205-h								næɣi																			
WHITE_205-i															sɯr				sɤrə								
WHITE_205-j										ʨoʨkom																	
WHO_35-a			kukɑ			kuɡ̊ɑ		kojɯ			kod		χoːŋχɑ	kuðo					kuti~kuti								
WHO_35-b	ki	kes	ke̞n	ki		ken			keː~keɡː	kin	kin			kø	sɯlɯ								kin			ʧen	
WIDE_97-a			le̞ʋe̞æ																								
WIDE_97-b		lɑi																								lɑdʲː	
WIDE_97-c								komət~komət	koːmːʲtesʲ					kumðɑ													
WIDE_97-d	keʎej																										
WIDE_97-e										pɑɕkɯt	pɑɕkɯd												pɑɕkɯt				
WIDE_97-f											otɑ																
WIDE_97-g				seːlɛʃ																							
WIDE_97-h													pɑːŋχəŋ														
WIDE_97-i																											
WIDE_97-j															tɑntəɡəː				ʧɑːnʧə								
WIDE_97-k						levˑiːæ																					
WIFE_250-a			ʋɑimo̞																								
WIFE_250-b									aːhkʲ																		
WIFE_250-c		nɑine				nɑin~nɑin																				nɑin	
WIFE_250-d																											
WIFE_250-e																											
WIFE_250-f																											
WIFE_250-g									kɒːb																		
WIFE_250-h	ɲi							ni																			
WIFE_250-i														βɑte													
WIFE_250-j	koʑɑjkɑ																										
WIFE_250-k											ɡɤtɯr																
WIFE_250-l	vɑstɑ																										
WIFE_250-m				fɛlɛʃeːɡ																							
WIFE_250-n													eːkʷɑ														
WIFE_250-o																							kɯʃno				
WIFE_250-p																			imːɑ								
WIFE_250-q										iɲ~iɲ																	
WIFE_250-r																											
WIFE_250-t															bəbə ʧərə nɯ												
WIFE_250-u															ɲemɯbtɯʔɯɑ												
WIND_49-a		tuːl	t̪uːli			tuːli				tɤv	tɤv												tɤl			tuːli	
WIND_49-b																											
WIND_49-c									piːŋːk																		
WIND_49-d	vɑrmɑ																										
WIND_49-e														mɑrðeʒ													
WIND_49-f																											
WIND_49-g								wɑt					woːt														
WIND_49-h																			merkə								
WIND_49-j															biə												
WING_17-a		tiːp	siːpi			siːb̥i																				siːpi	
WING_17-b													towəl		ʧuo												
WING_17-c									suejː																		
WING_17-d	ɕolmo																										
WING_17-e														ʃulðə̠r													
WING_17-f										bord	bord												burd				
WING_17-g				saːrɲ																							
WING_17-h													mɑrk														
WING_17-i								pɑ̆jlɑŋ																			
WING_17-j																											
WING_17-k																			kuːtə								
WIPE_206-a		pyhkitɑ	pyːçkiæ			pyːhkiæ																				pyhʧimæ	
WIPE_206-b																											
WIPE_206-c																											
WIPE_206-d	nɑrdɑms																										
WIPE_206-e														yʃtɑm													
WIPE_206-f										ʨɯʃkɯnɯ	ʨɯʃkɯnɯ																
WIPE_206-g																							ʧuʃɯnɯ				
WIPE_206-h				tørøl																							
WIPE_206-i													seːɣi														
WIPE_206-j								moŋət																			
WIPE_206-k																											
WIPE_206-l																			mysə								
WIPE_206-m									jeːrːe																		
WIPE_206-n																										lɑːmimɑ	
WIPE_206-o															ɲɑkidʲɑ												
WITH_207-a			kɑnsːɑ			kɑnz~kɑnz																				kɑːs	
WITH_207-b						kerɑ																					
WITH_207-c		koːs																									
WITH_207-d																											
WITH_207-e																											
WITH_207-f									miːlːʲte																		
WITH_207-g																											
WITH_207-h														ðene													
WITH_207-i	mɑrto																										
WITH_207-j																							ʧoʃ~ʧoʃ				
WITH_207-m													jurtəl														
WITH_207-n								jø̆t																			
WITH_207-o																											
WITH_207-p																											
WITH_207-q															nɑnu												
WOMAN_208-a		nɑine	nɑine̞n			nɑin																				nɑin	
WOMAN_208-b									nɨzan																		
WOMAN_208-c																											
WOMAN_208-d	ɑvɑ																										
WOMAN_208-e														βɑte													
WOMAN_208-f														yðə̠rɑmɑʃ													
WOMAN_208-g																							kɯʃno				
WOMAN_208-h				nøː				ni					neː		nɯ												
WOMAN_208-i																			imːɑ								
WOMAN_208-j											ɑɲ																
WOMAN_208-k											nɯvbɑbɑ																
WOMAN_208-l				ɒsːoɲ																							
WOMAN_208-m										iɲkɑ																	
WORD_228-a		sɤnɑ	sɑnɑ			sɑnɑ																				sɤnɑ	
WORD_228-b																											
WORD_228-c																											
WORD_228-d	vɑl																										
WORD_228-e								kø̝l		kɯv	kɯv												kɯl				
WORD_228-f				soː																							
WORD_228-g														mut													
WORD_228-h													ʎɑːŋχ														
WORD_228-i													ʎɑːtəŋ														
WORD_228-j															buəðu												
WORD_228-k																			ɤːʧi								
WORD_228-l									saːnːʲ																		
WORM_210-a			mɑt̪o̞			mɑd̥o																					
WORM_210-b		usː																									
WORM_210-c																											
WORM_210-d	suks													ʃukʃ													
WORM_210-e																											
WORM_210-f											nomɯr												numɯr				
WORM_210-g				feːɾɛɡ									peːrk														
WORM_210-h								soɣ																			
WORM_210-j																			ʧuk								
WORM_210-k															kəʎɕyʔə												
WORM_210-l																											
WORM_210-m										ɡɑɡ																	
WORM_210-n																										touko	
WORM_210-o									maːdː																		
WORM_210-p																											
YEAR_211-a			ʋuo̞si			voːz		ɑl		vo	vo																
YEAR_211-b		ɑːstːɑ																								ɑːstɑik	
YEAR_211-c	ije			eːv					ɨɡːʲ					ij													
YEAR_211-d																											
